code,title,description,parent_code,attributes_json
AC-25,Reference Monitor,"Implement a reference monitor for access control policies that is tamperproof, always invoked, and small enough to be subject to analysis and testing, the completeness of which can be assured.",AC,"{""baselines"": [], ""is_requirement"": true}"
AT-1,Policy and Procedures,"Develop, document, and disseminate to organization-defined personnel or roles: one or more of organization-level, mission/business process-level, system-level awareness and training policy that: Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and Procedures to facilitate the implementation of the awareness and training policy and the associated awareness and training controls; Designate an official to manage the development, documentation, and dissemination of the awareness and training policy and procedures; and Review and update the current awareness and training: Policy frequency and following events ; and Procedures frequency and following events.",AT,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
AT-2,Literacy Training and Awareness,"Provide security and privacy literacy training to system users (including managers, senior executives, and contractors): As part of initial training for new users and organization-defined frequency thereafter; and When required by system changes or following organization-defined events; Employ the following techniques to increase the security and privacy awareness of system users awareness techniques; Update literacy training and awareness content frequency and following events ; and Incorporate lessons learned from internal or external security incidents or breaches into literacy training and awareness techniques.",AT,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
AT-2.1,Practical Exercises,Provide practical exercises in literacy training that simulate events and incidents.,AT-2,"{""baselines"": [], ""is_requirement"": true}"
AT-2.2,Insider Threat,Provide literacy training on recognizing and reporting potential indicators of insider threat.,AT-2,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
AT-2.3,Social Engineering and Mining,Provide literacy training on recognizing and reporting potential and actual instances of social engineering and social mining.,AT-2,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
AT-2.4,Suspicious Communications and Anomalous System Behavior,Provide literacy training on recognizing suspicious communications and anomalous behavior in organizational systems using indicators of malicious code.,AT-2,"{""baselines"": [], ""is_requirement"": true}"
AT-2.5,Advanced Persistent Threat,Provide literacy training on the advanced persistent threat.,AT-2,"{""baselines"": [], ""is_requirement"": true}"
AT-2.6,Cyber Threat Environment,Provide literacy training on the cyber threat environment; and Reflect current cyber threat information in system operations.,AT-2,"{""baselines"": [], ""is_requirement"": true}"
AT-3,Role-based Training,"Provide role-based security and privacy training to personnel with the following roles and responsibilities: organization-defined roles and responsibilities: Before authorizing access to the system, information, or performing assigned duties, and frequency thereafter; and When required by system changes; Update role-based training content frequency and following events ; and Incorporate lessons learned from internal or external security incidents or breaches into role-based training.",AT,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
AT-3.1,Environmental Controls,Provide personnel or roles with initial and frequency training in the employment and operation of environmental controls.,AT-3,"{""baselines"": [], ""is_requirement"": true}"
AT-3.2,Physical Security Controls,Provide personnel or roles with initial and frequency training in the employment and operation of physical security controls.,AT-3,"{""baselines"": [], ""is_requirement"": true}"
AT-3.3,Practical Exercises,Provide practical exercises in security and privacy training that reinforce training objectives.,AT-3,"{""baselines"": [], ""is_requirement"": true}"
AT-3.5,Processing Personally Identifiable Information,Provide personnel or roles with initial and frequency training in the employment and operation of personally identifiable information processing and transparency controls.,AT-3,"{""baselines"": [], ""is_requirement"": true}"
AT-4,Training Records,"Document and monitor information security and privacy training activities, including security and privacy awareness training and specific role-based security and privacy training; and Retain individual training records for time period.",AT,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
